setting,agent,env,clean_return,fault_return,valid,status,error,summary,n_pairs,yield,lcb,in_band
"[0.5, 8]",1,16,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",1,17,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",1,18,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",1,19,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",1,20,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",1,21,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",1,22,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",1,23,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",1,24,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",1,25,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",1,26,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",1,27,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",1,28,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",1,29,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",1,30,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",1,31,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",1,32,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",1,33,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,0,2202.158447265625,2224.7734375,0,SUCCESS,,,,,,
"[0.5, 8]",2,1,2202.158447265625,2224.7734375,0,SUCCESS,,,,,,
"[0.5, 8]",2,2,2202.158447265625,2224.7734375,0,SUCCESS,,,,,,
"[0.5, 8]",2,3,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,4,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,5,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,6,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,7,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,8,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,9,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,10,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,11,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,12,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,13,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,14,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,15,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,16,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,17,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,18,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,19,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,20,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,21,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,22,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,23,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,24,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,25,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,26,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,27,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,28,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,29,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,30,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,31,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,32,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",2,33,0.0,0.0,0,SUCCESS,,,,,,
"[0.5, 8]",,,,,,SUCCESS,,True,102,0.0,0.0,False
"[1.0, 8]",0,0,2440.82666015625,2385.419921875,0,SUCCESS,,,,,,
"[1.0, 8]",0,1,2440.82666015625,2385.419921875,0,SUCCESS,,,,,,
"[1.0, 8]",0,2,2440.82666015625,2385.419921875,0,SUCCESS,,,,,,
"[1.0, 8]",0,3,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,4,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,5,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,6,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,7,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,8,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,9,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,10,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,11,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,12,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,13,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,14,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,15,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,16,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,17,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,18,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,19,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,20,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,21,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,22,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,23,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,24,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,25,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,26,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,27,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,28,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,29,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,30,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,31,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,32,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",0,33,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,0,1947.8863525390625,1904.210205078125,0,SUCCESS,,,,,,
"[1.0, 8]",1,1,1947.8863525390625,1904.210205078125,0,SUCCESS,,,,,,
"[1.0, 8]",1,2,1947.8863525390625,1904.210205078125,0,SUCCESS,,,,,,
"[1.0, 8]",1,3,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,4,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,5,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,6,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,7,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,8,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,9,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,10,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,11,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,12,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,13,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,14,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,15,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,16,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,17,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,18,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,19,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,20,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,21,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,22,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,23,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,24,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,25,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,26,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,27,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,28,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,29,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,30,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,31,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,32,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",1,33,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,0,2147.09716796875,2150.87109375,0,SUCCESS,,,,,,
"[1.0, 8]",2,1,2147.09716796875,2150.87109375,0,SUCCESS,,,,,,
"[1.0, 8]",2,2,2147.09716796875,2150.87109375,0,SUCCESS,,,,,,
"[1.0, 8]",2,3,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,4,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,5,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,6,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,7,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,8,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,9,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,10,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,11,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,12,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,13,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,14,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,15,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,16,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,17,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,18,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,19,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,20,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,21,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,22,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,23,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,24,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,25,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,26,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,27,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,28,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,29,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,30,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,31,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,32,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",2,33,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 8]",,,,,,SUCCESS,,True,102,0.0,0.0,False
"[1.0, 4]",0,0,2204.148193359375,2154.16748046875,0,SUCCESS,,,,,,
"[1.0, 4]",0,1,2204.148193359375,2154.16748046875,0,SUCCESS,,,,,,
"[1.0, 4]",0,2,2204.148193359375,2154.16748046875,0,SUCCESS,,,,,,
"[1.0, 4]",0,3,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,4,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,5,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,6,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,7,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,8,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,9,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,10,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,11,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,12,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,13,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,14,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,15,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,16,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,17,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,18,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,19,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,20,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,21,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,22,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,23,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,24,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,25,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,26,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,27,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,28,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,29,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,30,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,31,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,32,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",0,33,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,0,2251.74072265625,2226.75927734375,0,SUCCESS,,,,,,
"[1.0, 4]",1,1,2251.74072265625,2226.75927734375,0,SUCCESS,,,,,,
"[1.0, 4]",1,2,2251.74072265625,2226.75927734375,0,SUCCESS,,,,,,
"[1.0, 4]",1,3,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,4,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,5,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,6,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,7,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,8,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,9,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,10,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,11,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,12,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,13,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,14,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,15,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,16,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,17,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,18,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,19,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,20,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,21,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,22,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,23,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,24,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,25,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,26,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,27,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,28,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,29,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,30,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,31,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,32,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",1,33,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,0,2411.3349609375,2448.858642578125,0,SUCCESS,,,,,,
"[1.0, 4]",2,1,2411.3349609375,2448.858642578125,0,SUCCESS,,,,,,
"[1.0, 4]",2,2,2411.3349609375,2448.858642578125,0,SUCCESS,,,,,,
"[1.0, 4]",2,3,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,4,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,5,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,6,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,7,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,8,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,9,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,10,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,11,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,12,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,13,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,14,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,15,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,16,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,17,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,18,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,19,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,20,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,21,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,22,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,23,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,24,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,25,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,26,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,27,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,28,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,29,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,30,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,31,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,32,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",2,33,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 4]",,,,,,SUCCESS,,True,102,0.0,0.0,False
"[1.0, 2]",0,0,2154.359130859375,2149.34423828125,0,SUCCESS,,,,,,
"[1.0, 2]",0,1,2154.359130859375,2149.34423828125,0,SUCCESS,,,,,,
"[1.0, 2]",0,2,2154.359130859375,2149.34423828125,0,SUCCESS,,,,,,
"[1.0, 2]",0,3,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,4,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,5,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,6,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,7,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,8,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,9,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,10,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,11,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,12,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,13,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,14,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,15,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,16,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,17,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,18,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,19,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,20,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,21,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,22,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,23,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,24,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,25,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,26,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,27,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,28,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,29,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,30,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,31,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,32,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",0,33,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,0,1875.0985107421875,1861.1446533203125,0,SUCCESS,,,,,,
"[1.0, 2]",1,1,1875.0985107421875,1861.1446533203125,0,SUCCESS,,,,,,
"[1.0, 2]",1,2,1875.0985107421875,1861.1446533203125,0,SUCCESS,,,,,,
"[1.0, 2]",1,3,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,4,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,5,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,6,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,7,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,8,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,9,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,10,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,11,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,12,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,13,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,14,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,15,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,16,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,17,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,18,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,19,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,20,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,21,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,22,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,23,0.0,0.0,0,SUCCESS,,,,,,
"[1.0, 2]",1,24,0.0,0.0,0,SUCCESS,,,,,,
