setting,agent,env,clean_return,fault_return,valid,status,error,summary,n_pairs,yield,lcb,in_band
"[0.6, 8]",0,32,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",0,33,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,0,144.74197387695312,6.390190124511719,0,SUCCESS,,,,,,
"[0.6, 8]",1,1,144.74197387695312,6.390190124511719,0,SUCCESS,,,,,,
"[0.6, 8]",1,2,144.74197387695312,6.390190124511719,0,SUCCESS,,,,,,
"[0.6, 8]",1,3,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,4,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,5,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,6,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,7,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,8,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,9,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,10,0.0,0.0,1,SUCCESS,,,,,,
"[0.6, 8]",1,11,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,12,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,13,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,14,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,15,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,16,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,17,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,18,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,19,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,20,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,21,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,22,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,23,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,24,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,25,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,26,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,27,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,28,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,29,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,30,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,31,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,32,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",1,33,0.0,0.0,1,SUCCESS,,,,,,
"[0.6, 8]",2,0,-36.85689163208008,-369.333984375,0,SUCCESS,,,,,,
"[0.6, 8]",2,1,-36.85689163208008,-369.333984375,0,SUCCESS,,,,,,
"[0.6, 8]",2,2,-36.85689163208008,-369.333984375,0,SUCCESS,,,,,,
"[0.6, 8]",2,3,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,4,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,5,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,6,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,7,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,8,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,9,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,10,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,11,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,12,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,13,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,14,0.0,0.0,1,SUCCESS,,,,,,
"[0.6, 8]",2,15,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,16,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,17,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,18,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,19,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,20,0.0,0.0,1,SUCCESS,,,,,,
"[0.6, 8]",2,21,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,22,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,23,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,24,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,25,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,26,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,27,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,28,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,29,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,30,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,31,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,32,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",2,33,0.0,0.0,0,SUCCESS,,,,,,
"[0.6, 8]",,,,,,SUCCESS,,True,102,0.058823529411764705,0.027235268139653053,False
"[1.2, 8]",0,0,391.80511474609375,-9.906230926513672,0,SUCCESS,,,,,,
"[1.2, 8]",0,1,391.80511474609375,-9.906230926513672,0,SUCCESS,,,,,,
"[1.2, 8]",0,2,391.80511474609375,-9.906230926513672,0,SUCCESS,,,,,,
"[1.2, 8]",0,3,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,4,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,5,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,6,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,7,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,8,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,9,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,10,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,11,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,12,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,13,0.0,0.0,1,SUCCESS,,,,,,
"[1.2, 8]",0,14,0.0,0.0,1,SUCCESS,,,,,,
"[1.2, 8]",0,15,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,16,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,17,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,18,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,19,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,20,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,21,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,22,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,23,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,24,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,25,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,26,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,27,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,28,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,29,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,30,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,31,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,32,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",0,33,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,0,1027.4036865234375,826.6087646484375,0,SUCCESS,,,,,,
"[1.2, 8]",1,1,1027.4036865234375,826.6087646484375,0,SUCCESS,,,,,,
"[1.2, 8]",1,2,1027.4036865234375,826.6087646484375,1,SUCCESS,,,,,,
"[1.2, 8]",1,3,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,4,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,5,0.0,0.0,1,SUCCESS,,,,,,
"[1.2, 8]",1,6,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,7,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,8,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,9,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,10,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,11,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,12,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,13,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,14,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,15,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,16,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,17,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,18,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,19,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,20,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,21,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,22,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,23,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,24,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,25,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,26,0.0,0.0,1,SUCCESS,,,,,,
"[1.2, 8]",1,27,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,28,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,29,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,30,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,31,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,32,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",1,33,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,0,674.0527954101562,-37.763916015625,0,SUCCESS,,,,,,
"[1.2, 8]",2,1,674.0527954101562,-37.763916015625,0,SUCCESS,,,,,,
"[1.2, 8]",2,2,674.0527954101562,-37.763916015625,0,SUCCESS,,,,,,
"[1.2, 8]",2,3,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,4,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,5,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,6,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,7,0.0,0.0,1,SUCCESS,,,,,,
"[1.2, 8]",2,8,0.0,0.0,1,SUCCESS,,,,,,
"[1.2, 8]",2,9,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,10,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,11,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,12,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,13,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,14,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,15,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,16,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,17,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,18,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,19,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,20,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,21,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,22,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,23,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,24,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,25,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,26,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,27,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,28,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,29,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,30,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,31,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,32,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",2,33,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 8]",,,,,,SUCCESS,,True,102,0.06862745098039216,0.033637792813023634,False
"[1.2, 4]",0,0,1138.6893310546875,1049.5533447265625,0,SUCCESS,,,,,,
"[1.2, 4]",0,1,1138.6893310546875,1049.5533447265625,0,SUCCESS,,,,,,
"[1.2, 4]",0,2,1138.6893310546875,1049.5533447265625,0,SUCCESS,,,,,,
"[1.2, 4]",0,3,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,4,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,5,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,6,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,7,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,8,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,9,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,10,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,11,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,12,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,13,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,14,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,15,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,16,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,17,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,18,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,19,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,20,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,21,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,22,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,23,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,24,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,25,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,26,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,27,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,28,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,29,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,30,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,31,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,32,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",0,33,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,0,710.0586547851562,570.1953125,0,SUCCESS,,,,,,
"[1.2, 4]",1,1,710.0586547851562,570.1953125,0,SUCCESS,,,,,,
"[1.2, 4]",1,2,710.0586547851562,570.1953125,0,SUCCESS,,,,,,
"[1.2, 4]",1,3,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,4,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,5,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,6,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,7,0.0,0.0,1,SUCCESS,,,,,,
"[1.2, 4]",1,8,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,9,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,10,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,11,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,12,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,13,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,14,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,15,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,16,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,17,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,18,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,19,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,20,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,21,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,22,0.0,0.0,0,SUCCESS,,,,,,
"[1.2, 4]",1,23,0.0,0.0,0,SUCCESS,,,,,,
