policy,geometry,seed,damage_axis,damage_allies,diff,axis_win,allies_win
geometry,head_on,55,2,2,0,0,0
geometry,head_on,56,2,2,0,0,0
geometry,head_on,57,2,6,4,1,0
geometry,head_on,58,0,0,0,0,0
geometry,head_on,59,0,0,0,0,0
geometry,head_on,60,0,3,3,1,0
geometry,head_on,61,6,1,-5,0,1
geometry,head_on,62,0,0,0,0,0
geometry,head_on,63,2,0,-2,0,1
geometry,head_on,64,0,0,0,0,0
geometry,head_on,65,2,3,1,1,0
geometry,head_on,66,2,1,-1,0,1
geometry,head_on,67,0,0,0,0,0
geometry,head_on,68,0,0,0,0,0
geometry,head_on,69,1,3,2,1,0
geometry,head_on,70,3,2,-1,0,1
geometry,head_on,71,0,0,0,0,0
geometry,head_on,72,0,12,12,1,0
geometry,head_on,73,0,0,0,0,0
geometry,head_on,74,0,2,2,1,0
geometry,head_on,75,1,3,2,1,0
geometry,head_on,76,0,4,4,1,0
geometry,head_on,77,0,2,2,1,0
geometry,head_on,78,1,9,8,1,0
geometry,head_on,79,10,2,-8,0,1
geometry,head_on,80,0,0,0,0,0
geometry,head_on,81,5,5,0,0,0
geometry,head_on,82,0,2,2,1,0
geometry,head_on,83,0,0,0,0,0
geometry,head_on,84,0,2,2,1,0
geometry,head_on,85,0,0,0,0,0
geometry,head_on,86,1,4,3,1,0
geometry,head_on,87,0,0,0,0,0
geometry,head_on,88,0,0,0,0,0
geometry,head_on,89,0,1,1,1,0
geometry,head_on,90,6,5,-1,0,1
geometry,head_on,91,5,4,-1,0,1
geometry,head_on,92,0,0,0,0,0
geometry,head_on,93,0,0,0,0,0
geometry,head_on,94,0,0,0,0,0
geometry,head_on,95,0,0,0,0,0
geometry,head_on,96,1,0,-1,0,1
geometry,head_on,97,5,2,-3,0,1
geometry,head_on,98,1,0,-1,0,1
geometry,head_on,99,2,0,-2,0,1
geometry,head_on,100,1,0,-1,0,1
geometry,crossing,1,0,0,0,0,0
geometry,crossing,2,0,1,1,1,0
geometry,crossing,3,0,1,1,1,0
geometry,crossing,4,1,6,5,1,0
geometry,crossing,5,0,1,1,1,0
geometry,crossing,6,0,0,0,0,0
geometry,crossing,7,1,4,3,1,0
geometry,crossing,8,2,2,0,0,0
geometry,crossing,9,0,0,0,0,0
geometry,crossing,10,0,6,6,1,0
geometry,crossing,11,0,5,5,1,0
geometry,crossing,12,0,0,0,0,0
geometry,crossing,13,0,0,0,0,0
geometry,crossing,14,0,10,10,1,0
geometry,crossing,15,0,4,4,1,0
geometry,crossing,16,1,6,5,1,0
geometry,crossing,17,1,0,-1,0,1
geometry,crossing,18,0,5,5,1,0
geometry,crossing,19,0,5,5,1,0
geometry,crossing,20,0,6,6,1,0
geometry,crossing,21,3,2,-1,0,1
geometry,crossing,22,12,8,-4,0,1
geometry,crossing,23,0,5,5,1,0
geometry,crossing,24,1,0,-1,0,1
geometry,crossing,25,0,0,0,0,0
geometry,crossing,26,3,2,-1,0,1
geometry,crossing,27,0,0,0,0,0
geometry,crossing,28,0,4,4,1,0
geometry,crossing,29,1,0,-1,0,1
geometry,crossing,30,2,3,1,1,0
geometry,crossing,31,1,1,0,0,0
geometry,crossing,32,2,8,6,1,0
geometry,crossing,33,2,3,1,1,0
geometry,crossing,34,0,0,0,0,0
geometry,crossing,35,0,0,0,0,0
geometry,crossing,36,0,1,1,1,0
geometry,crossing,37,12,0,-12,0,1
geometry,crossing,38,0,0,0,0,0
geometry,crossing,39,0,8,8,1,0
geometry,crossing,40,5,12,7,1,0
geometry,crossing,41,3,12,9,1,0
geometry,crossing,42,0,0,0,0,0
geometry,crossing,43,2,9,7,1,0
geometry,crossing,44,3,0,-3,0,1
geometry,crossing,45,0,5,5,1,0
geometry,crossing,46,3,12,9,1,0
geometry,crossing,47,1,8,7,1,0
geometry,crossing,48,1,0,-1,0,1
geometry,crossing,49,5,0,-5,0,1
geometry,crossing,50,0,4,4,1,0
geometry,crossing,51,5,4,-1,0,1
geometry,crossing,52,0,2,2,1,0
geometry,crossing,53,0,0,0,0,0
geometry,crossing,54,1,5,4,1,0
geometry,crossing,55,0,8,8,1,0
geometry,crossing,56,6,10,4,1,0
geometry,crossing,57,0,12,12,1,0
geometry,crossing,58,0,0,0,0,0
geometry,crossing,59,0,3,3,1,0
geometry,crossing,60,5,11,6,1,0
geometry,crossing,61,1,4,3,1,0
geometry,crossing,62,0,6,6,1,0
geometry,crossing,63,9,0,-9,0,1
geometry,crossing,64,1,2,1,1,0
geometry,crossing,65,0,1,1,1,0
geometry,crossing,66,3,3,0,0,0
geometry,crossing,67,0,1,1,1,0
geometry,crossing,68,0,3,3,1,0
geometry,crossing,69,0,2,2,1,0
geometry,crossing,70,6,5,-1,0,1
geometry,crossing,71,0,0,0,0,0
geometry,crossing,72,0,12,12,1,0
geometry,crossing,73,2,2,0,0,0
geometry,crossing,74,0,2,2,1,0
geometry,crossing,75,2,6,4,1,0
geometry,crossing,76,1,0,-1,0,1
geometry,crossing,77,0,6,6,1,0
geometry,crossing,78,1,4,3,1,0
geometry,crossing,79,1,0,-1,0,1
geometry,crossing,80,0,4,4,1,0
geometry,crossing,81,2,4,2,1,0
geometry,crossing,82,4,2,-2,0,1
geometry,crossing,83,0,0,0,0,0
geometry,crossing,84,0,0,0,0,0
geometry,crossing,85,2,2,0,0,0
geometry,crossing,86,3,3,0,0,0
geometry,crossing,87,12,0,-12,0,1
geometry,crossing,88,3,6,3,1,0
geometry,crossing,89,4,9,5,1,0
geometry,crossing,90,2,2,0,0,0
geometry,crossing,91,0,2,2,1,0
geometry,crossing,92,2,2,0,0,0
geometry,crossing,93,2,4,2,1,0
geometry,crossing,94,5,0,-5,0,1
geometry,crossing,95,0,5,5,1,0
geometry,crossing,96,1,1,0,0,0
geometry,crossing,97,0,0,0,0,0
geometry,crossing,98,5,12,7,1,0
geometry,crossing,99,1,5,4,1,0
geometry,crossing,100,5,2,-3,0,1
straight,parallel,1,3,0,-3,0,1
straight,parallel,2,12,0,-12,0,1
straight,parallel,3,5,0,-5,0,1
straight,parallel,4,8,0,-8,0,1
straight,parallel,5,2,0,-2,0,1
straight,parallel,6,10,0,-10,0,1
straight,parallel,7,5,0,-5,0,1
straight,parallel,8,7,0,-7,0,1
straight,parallel,9,0,0,0,0,0
straight,parallel,10,7,0,-7,0,1
straight,parallel,11,8,0,-8,0,1
straight,parallel,12,12,0,-12,0,1
straight,parallel,13,0,0,0,0,0
straight,parallel,14,5,0,-5,0,1
straight,parallel,15,3,0,-3,0,1
straight,parallel,16,3,0,-3,0,1
straight,parallel,17,6,0,-6,0,1
straight,parallel,18,5,0,-5,0,1
straight,parallel,19,8,0,-8,0,1
straight,parallel,20,6,0,-6,0,1
straight,parallel,21,2,0,-2,0,1
straight,parallel,22,8,0,-8,0,1
straight,parallel,23,7,0,-7,0,1
straight,parallel,24,5,0,-5,0,1
straight,parallel,25,2,0,-2,0,1
straight,parallel,26,4,0,-4,0,1
straight,parallel,27,12,0,-12,0,1
straight,parallel,28,7,0,-7,0,1
straight,parallel,29,4,0,-4,0,1
straight,parallel,30,7,0,-7,0,1
straight,parallel,31,5,0,-5,0,1
straight,parallel,32,7,0,-7,0,1
straight,parallel,33,3,0,-3,0,1
straight,parallel,34,12,0,-12,0,1
straight,parallel,35,4,0,-4,0,1
straight,parallel,36,11,0,-11,0,1
straight,parallel,37,12,0,-12,0,1
straight,parallel,38,2,0,-2,0,1
straight,parallel,39,11,0,-11,0,1
straight,parallel,40,12,0,-12,0,1
straight,parallel,41,2,0,-2,0,1
straight,parallel,42,2,0,-2,0,1
straight,parallel,43,12,1,-11,0,1
straight,parallel,44,1,0,-1,0,1
straight,parallel,45,10,0,-10,0,1
straight,parallel,46,12,0,-12,0,1
straight,parallel,47,10,0,-10,0,1
straight,parallel,48,4,0,-4,0,1
straight,parallel,49,5,0,-5,0,1
straight,parallel,50,5,0,-5,0,1
straight,parallel,51,12,0,-12,0,1
straight,parallel,52,9,0,-9,0,1
straight,parallel,53,6,0,-6,0,1
straight,parallel,54,7,0,-7,0,1
straight,parallel,55,8,0,-8,0,1
straight,parallel,56,12,0,-12,0,1
straight,parallel,57,12,0,-12,0,1
straight,parallel,58,3,0,-3,0,1
straight,parallel,59,3,0,-3,0,1
straight,parallel,60,12,0,-12,0,1
straight,parallel,61,10,0,-10,0,1
straight,parallel,62,4,0,-4,0,1
straight,parallel,63,12,0,-12,0,1
straight,parallel,64,2,0,-2,0,1
straight,parallel,65,3,0,-3,0,1
straight,parallel,66,7,0,-7,0,1
straight,parallel,67,2,0,-2,0,1
straight,parallel,68,2,0,-2,0,1
straight,parallel,69,6,0,-6,0,1
straight,parallel,70,12,0,-12,0,1
straight,parallel,71,4,0,-4,0,1
straight,parallel,72,12,1,-11,0,1
straight,parallel,73,8,3,-5,0,1
straight,parallel,74,9,0,-9,0,1
straight,parallel,75,5,0,-5,0,1
straight,parallel,76,3,0,-3,0,1
straight,parallel,77,8,0,-8,0,1
straight,parallel,78,5,0,-5,0,1
straight,parallel,79,12,0,-12,0,1
straight,parallel,80,0,0,0,0,0
straight,parallel,81,12,0,-12,0,1
straight,parallel,82,12,0,-12,0,1
straight,parallel,83,5,0,-5,0,1
straight,parallel,84,4,0,-4,0,1
straight,parallel,85,8,0,-8,0,1
straight,parallel,86,5,0,-5,0,1
straight,parallel,87,12,0,-12,0,1
straight,parallel,88,4,0,-4,0,1
straight,parallel,89,12,0,-12,0,1
straight,parallel,90,8,0,-8,0,1
straight,parallel,91,3,0,-3,0,1
straight,parallel,92,12,0,-12,0,1
straight,parallel,93,7,0,-7,0,1
straight,parallel,94,5,0,-5,0,1
straight,parallel,95,0,0,0,0,0
straight,parallel,96,6,0,-6,0,1
straight,parallel,97,12,0,-12,0,1
straight,parallel,98,12,0,-12,0,1
straight,parallel,99,2,0,-2,0,1
straight,parallel,100,7,0,-7,0,1
straight,head_on,1,1,0,-1,0,1
straight,head_on,2,7,0,-7,0,1
straight,head_on,3,0,0,0,0,0
straight,head_on,4,0,0,0,0,0
straight,head_on,5,2,0,-2,0,1
straight,head_on,6,4,0,-4,0,1
straight,head_on,7,4,0,-4,0,1
straight,head_on,8,2,0,-2,0,1
straight,head_on,9,0,0,0,0,0
straight,head_on,10,0,0,0,0,0
straight,head_on,11,6,0,-6,0,1
straight,head_on,12,4,0,-4,0,1
straight,head_on,13,2,0,-2,0,1
straight,head_on,14,9,0,-9,0,1
straight,head_on,15,2,0,-2,0,1
straight,head_on,16,3,0,-3,0,1
straight,head_on,17,4,0,-4,0,1
straight,head_on,18,3,0,-3,0,1
straight,head_on,19,1,0,-1,0,1
straight,head_on,20,3,0,-3,0,1
straight,head_on,21,2,0,-2,0,1
straight,head_on,22,4,0,-4,0,1
straight,head_on,23,5,0,-5,0,1
straight,head_on,24,2,0,-2,0,1
straight,head_on,25,0,0,0,0,0
straight,head_on,26,4,0,-4,0,1
straight,head_on,27,12,0,-12,0,1
straight,head_on,28,4,0,-4,0,1
straight,head_on,29,0,0,0,0,0
straight,head_on,30,7,0,-7,0,1
straight,head_on,31,12,0,-12,0,1
straight,head_on,32,11,0,-11,0,1
straight,head_on,33,7,0,-7,0,1
straight,head_on,34,3,0,-3,0,1
straight,head_on,35,5,0,-5,0,1
straight,head_on,36,4,0,-4,0,1
straight,head_on,37,12,0,-12,0,1
straight,head_on,38,2,0,-2,0,1
straight,head_on,39,5,0,-5,0,1
straight,head_on,40,12,0,-12,0,1
straight,head_on,41,8,0,-8,0,1
straight,head_on,42,0,0,0,0,0
straight,head_on,43,4,0,-4,0,1
straight,head_on,44,1,0,-1,0,1
straight,head_on,45,7,0,-7,0,1
straight,head_on,46,12,0,-12,0,1
straight,head_on,47,8,0,-8,0,1
straight,head_on,48,1,0,-1,0,1
straight,head_on,49,4,0,-4,0,1
straight,head_on,50,3,0,-3,0,1
straight,head_on,51,12,0,-12,0,1
straight,head_on,52,12,0,-12,0,1
straight,head_on,53,10,1,-9,0,1
straight,head_on,54,10,0,-10,0,1
straight,head_on,55,4,0,-4,0,1
straight,head_on,56,8,0,-8,0,1
straight,head_on,57,12,0,-12,0,1
straight,head_on,58,2,0,-2,0,1
straight,head_on,59,5,0,-5,0,1
straight,head_on,60,12,0,-12,0,1
straight,head_on,61,9,0,-9,0,1
straight,head_on,62,2,0,-2,0,1
straight,head_on,63,4,0,-4,0,1
straight,head_on,64,2,0,-2,0,1
straight,head_on,65,4,0,-4,0,1
straight,head_on,66,3,0,-3,0,1
straight,head_on,67,5,0,-5,0,1
straight,head_on,68,5,0,-5,0,1
straight,head_on,69,4,0,-4,0,1
straight,head_on,70,10,0,-10,0,1
straight,head_on,71,0,0,0,0,0
straight,head_on,72,0,0,0,0,0
straight,head_on,73,0,0,0,0,0
straight,head_on,74,7,0,-7,0,1
straight,head_on,75,5,0,-5,0,1
straight,head_on,76,3,0,-3,0,1
straight,head_on,77,3,0,-3,0,1
straight,head_on,78,5,0,-5,0,1
straight,head_on,79,2,0,-2,0,1
straight,head_on,80,0,0,0,0,0
straight,head_on,81,12,0,-12,0,1
straight,head_on,82,12,0,-12,0,1
straight,head_on,83,4,0,-4,0,1
straight,head_on,84,4,0,-4,0,1
straight,head_on,85,0,0,0,0,0
straight,head_on,86,3,0,-3,0,1
straight,head_on,87,12,0,-12,0,1
straight,head_on,88,4,0,-4,0,1
straight,head_on,89,10,0,-10,0,1
straight,head_on,90,8,0,-8,0,1
straight,head_on,91,5,0,-5,0,1
straight,head_on,92,12,0,-12,0,1
straight,head_on,93,12,0,-12,0,1
straight,head_on,94,3,0,-3,0,1
straight,head_on,95,3,0,-3,0,1
straight,head_on,96,0,0,0,0,0
straight,head_on,97,2,0,-2,0,1
straight,head_on,98,9,0,-9,0,1
straight,head_on,99,0,0,0,0,0
straight,head_on,100,2,0,-2,0,1
straight,crossing,1,12,0,-12,0,1
straight,crossing,2,12,0,-12,0,1
straight,crossing,3,10,0,-10,0,1
straight,crossing,4,4,0,-4,0,1
straight,crossing,5,1,0,-1,0,1
straight,crossing,6,8,0,-8,0,1
straight,crossing,7,12,0,-12,0,1
straight,crossing,8,7,0,-7,0,1
straight,crossing,9,0,0,0,0,0
straight,crossing,10,3,0,-3,0,1
straight,crossing,11,7,0,-7,0,1
straight,crossing,12,4,0,-4,0,1
straight,crossing,13,1,0,-1,0,1
straight,crossing,14,10,0,-10,0,1
straight,crossing,15,8,0,-8,0,1
straight,crossing,16,3,0,-3,0,1
straight,crossing,17,7,0,-7,0,1
straight,crossing,18,6,0,-6,0,1
straight,crossing,19,12,3,-9,0,1
straight,crossing,20,3,0,-3,0,1
straight,crossing,21,5,0,-5,0,1
straight,crossing,22,9,0,-9,0,1
straight,crossing,23,5,0,-5,0,1
straight,crossing,24,4,0,-4,0,1
straight,crossing,25,8,0,-8,0,1
straight,crossing,26,12,0,-12,0,1
straight,crossing,27,12,0,-12,0,1
straight,crossing,28,8,0,-8,0,1
straight,crossing,29,5,0,-5,0,1
straight,crossing,30,8,0,-8,0,1
straight,crossing,31,2,0,-2,0,1
straight,crossing,32,9,0,-9,0,1
straight,crossing,33,9,0,-9,0,1
straight,crossing,34,0,0,0,0,0
straight,crossing,35,10,0,-10,0,1
straight,crossing,36,12,0,-12,0,1
straight,crossing,37,6,0,-6,0,1
straight,crossing,38,2,0,-2,0,1
straight,crossing,39,5,0,-5,0,1
straight,crossing,40,12,0,-12,0,1
straight,crossing,41,9,0,-9,0,1
straight,crossing,42,4,0,-4,0,1
straight,crossing,43,8,0,-8,0,1
straight,crossing,44,12,0,-12,0,1
straight,crossing,45,5,0,-5,0,1
straight,crossing,46,12,0,-12,0,1
straight,crossing,47,12,0,-12,0,1
straight,crossing,48,1,0,-1,0,1
straight,crossing,49,12,0,-12,0,1
straight,crossing,50,10,0,-10,0,1
straight,crossing,51,12,0,-12,0,1
straight,crossing,52,12,0,-12,0,1
straight,crossing,53,7,0,-7,0,1
straight,crossing,54,4,0,-4,0,1
straight,crossing,55,7,0,-7,0,1
straight,crossing,56,12,0,-12,0,1
straight,crossing,57,12,0,-12,0,1
straight,crossing,58,3,0,-3,0,1
straight,crossing,59,6,0,-6,0,1
straight,crossing,60,9,3,-6,0,1
straight,crossing,61,9,0,-9,0,1
straight,crossing,62,2,0,-2,0,1
straight,crossing,63,11,0,-11,0,1
straight,crossing,64,3,0,-3,0,1
straight,crossing,65,1,0,-1,0,1
straight,crossing,66,12,0,-12,0,1
straight,crossing,67,1,0,-1,0,1
straight,crossing,68,2,0,-2,0,1
straight,crossing,69,7,0,-7,0,1
straight,crossing,70,12,0,-12,0,1
straight,crossing,71,3,0,-3,0,1
straight,crossing,72,0,0,0,0,0
straight,crossing,73,0,0,0,0,0
straight,crossing,74,8,0,-8,0,1
straight,crossing,75,4,0,-4,0,1
straight,crossing,76,6,0,-6,0,1
straight,crossing,77,6,0,-6,0,1
straight,crossing,78,5,0,-5,0,1
straight,crossing,79,11,3,-8,0,1
straight,crossing,80,0,0,0,0,0
straight,crossing,81,12,1,-11,0,1
straight,crossing,82,11,0,-11,0,1
straight,crossing,83,3,0,-3,0,1
straight,crossing,84,3,0,-3,0,1
straight,crossing,85,7,0,-7,0,1
straight,crossing,86,8,0,-8,0,1
straight,crossing,87,12,0,-12,0,1
straight,crossing,88,10,0,-10,0,1
straight,crossing,89,10,0,-10,0,1
straight,crossing,90,10,0,-10,0,1
straight,crossing,91,3,0,-3,0,1
straight,crossing,92,12,0,-12,0,1
straight,crossing,93,10,0,-10,0,1
straight,crossing,94,10,0,-10,0,1
straight,crossing,95,3,0,-3,0,1
straight,crossing,96,2,0,-2,0,1
straight,crossing,97,2,0,-2,0,1
straight,crossing,98,12,0,-12,0,1
straight,crossing,99,0,0,0,0,0
straight,crossing,100,6,0,-6,0,1
